Article,Topic,Date,Party,Changes from Previous Version,,,
Management Rights,Past Practice Protection,8/2/2024,Union,Initial proposal: Economic benefits and all other terms and conditions in effect on effective date not specifically provided for or abridged by Agreement will continue throughout life of Agreement unless altered by mutual consent of Employer and Union,,,
Management Rights,No Past Practice Doctrine,8/26/2024,University,"Changed: Article titled 'NO PAST PRACTICE' - benefits or practices not specified in agreement do not create rights and not binding on University; however, economic benefits and terms in effect may continue under previous conditions throughout Agreement life (was: Union's 'will continue unless mutual consent to alter')",,,
Management Rights,Economic Benefits Continuation,2/18/2025,University,Changed: Added critical phrase 'at the discretion of the University' to benefits continuation language; note indicates phrase inadvertently omitted from 08-26-24 version (was: 'may continue' without explicit discretion phrase - University can now unilaterally discontinue any benefit),,,
Comprehensive and Complete Agreement,Waiver of Bargaining Rights,9/19/2024,University,Initial proposal: Parties had unlimited right to make demands; understandings set forth in Agreement; parties waive right to bargain collectively on any subject referred to or covered in Agreement for life of Agreement except as provided or required by law; changes only by written agreement signed by authorized agents,,,
Comprehensive and Complete Agreement,Legal Fee Provision,9/19/2024,University,"Initial proposal: If party brings legal action asserting failure to bargain over Agreement-covered subject, that party pays costs and legal fees of defending party; may proceed directly to arbitration within 30 days; arbitrator rules on costs/fees prior to resolution of failure to bargain action and prior to totality of costs incurred",,,
No Strike No Lockout,Strike Prohibition,7/16/2024,University,"Initial proposal: Union, reps, agents, stewards, members will not cause, assist, encourage, participate in, condone, ratify, or sanction any strike, sympathy strike, work stoppage, sit-down, slowdown, curtailment of work, withholding/delaying grades or evaluations or other student documents/research obligations, or interference with University work/services/operations; no harassment or discrimination of members who refuse union activity including dues payment/non-payment",,,
No Strike No Lockout,Strike Violation Discipline,7/16/2024,University,Initial proposal: Bargaining unit member engaging in prohibited conduct subject to discipline including discharge from appointment; disciplined/discharged members no recourse to grievance except to contest whether they participated; University's specific discipline decision not subject to challenge,,,
No Strike No Lockout,Union Obligations During Strike,7/16/2024,University,Initial proposal: Union obligated to immediately inform members prohibited action must cease and return to duties; Union distributes and posts written notice signed by officer that stoppage not authorized/condoned/sanctioned; distribution within 24 hours of notice to Union,,,
No Strike No Lockout,University Legal Rights,7/16/2024,University,Initial proposal: Nothing waives University's right to legal/equitable relief in court for violation of article,,,
No Strike No Lockout,Lockout Prohibition,7/16/2024,University,Initial proposal: University agrees not to lock out unit members during term of Agreement or any extension,,,
Professional Development,Importance Statement,5/30/2024,Union,Initial proposal: University and Union agree professional development opportunities are important to GSWs,,,
Professional Development,Importance Statement,8/2/2024,University,No change: Maintained that professional development is important to GSWs,,,
Professional Development,Importance Statement,10/30/2024,Union,No change: Maintained importance statement,,,
Professional Development,Importance Statement,1/28/2025,Union,No change: Maintained importance statement,,,
Professional Development,Importance Statement,3/11/2025,University,No change: Maintained importance statement,,,
Professional Development,Importance Statement,3/25/2025,Union,No change: Maintained importance statement,,,
Professional Development,On-Campus Opportunities,5/30/2024,Union,Initial proposal: University shall make on-campus professional development opportunities available to GSWs free of charge,,,
Professional Development,On-Campus Opportunities,8/2/2024,University,Changed: University 'will endeavor to make' opportunities available (was: 'shall make'),,,
Professional Development,On-Campus Opportunities,10/30/2024,Union,Changed: University 'shall make' opportunities available (was: University's 'will endeavor'),,,
Professional Development,On-Campus Opportunities,12/20/2024,University,Changed: Handwritten notes suggest expanding to 'all students'; struck through GSWs-only language; debate over scope (was: GSWs only),,,
Professional Development,On-Campus Opportunities,1/28/2025,Union,Changed: University 'shall continue its practice of making' opportunities available to all graduate students (was: 'shall make' to GSWs only),,,
Professional Development,On-Campus Opportunities,3/11/2025,University,"Changed: Available to 'GSWs and other graduate students free of charge, as applicable' (was: all graduate students)",,,
Professional Development,On-Campus Opportunities,3/25/2025,Union,Changed: Removed 'as applicable' - available to GSWs and other graduate students free of charge (was: with 'as applicable' qualifier),,,
Professional Development,Annual Funding Amount,5/30/2024,Union,"Initial proposal: Upon ratification, establish fund for professional development; each bargaining unit member receives $750 annually; distributed on first day of Fall or on hire date if not eligible in Fall; written notification of permitted uses (scholarly, educational, professional including travel, supplies, books, journals, equipment)",,,
Professional Development,Annual Funding Amount,7/12/2024,Union,No change: Maintained $750 annual funding with Fall distribution or hire date,,,
